2D-A NumberofProtons,2D-A NumberofNeutrons,2D-A NumberofShells,2D-A SpecificHeat,2D-A Density,2D-A Ion Radius,2D-A FirstIonization,2D-A AtomicMass,2D-A MeltingPoint,2D-B NumberofProtons,2D-B NumberofNeutrons,2D-B NumberofShells,2D-B SpecificHeat,2D-B Density,2D-B Ion Radius,2D-B FirstIonization,2D-B AtomicMass,2D-B MeltingPoint,2D-X NumberofProtons,2D-X NumberofNeutrons,2D-X NumberofShells,2D-X SpecificHeat,2D-X Density,2D-X Ion Radius,2D-X FirstIonization,2D-X AtomicMass,2D-X MeltingPoint,2D-t,2D-u,3D-A NumberofProtons,3D-A NumberofNeutrons,3D-A NumberofShells,3D-A SpecificHeat,3D-A Density,3D-A Ion Radius,3D-A FirstIonization,3D-A AtomicMass,3D-A MeltingPoint,3D-B NumberofProtons,3D-B NumberofNeutrons,3D-B NumberofShells,3D-B SpecificHeat,3D-B Density,3D-B Ion Radius,3D-B FirstIonization,3D-B AtomicMass,3D-B MeltingPoint,3D-X NumberofProtons,3D-X NumberofNeutrons,3D-X NumberofShells,3D-X SpecificHeat,3D-X Density,3D-X Ion Radius,3D-X FirstIonization,3D-X AtomicMass,3D-X MeltingPoint,3D-t,3D-u,Eg
3,4,2,3.582,0.534,76,5.3917,6.941,453.85,32,41,4,0.32,5.32,53,7.8994,72.64,1211.45,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.772421865,0.270408163,55,78,6,0.242,1.87,167,3.8939,132.905,301.7,50,69,5,0.228,7.29,69,7.3439,118.71,505.21,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.968602874,0.352040816,2.95
3,4,2,3.582,0.534,76,5.3917,6.941,453.85,32,41,4,0.32,5.32,53,7.8994,72.64,1211.45,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.772421865,0.270408163,55,78,6,0.242,1.87,167,3.8939,132.905,301.7,50,69,5,0.228,7.29,69,7.3439,118.71,505.21,9,10,2,0.824,0.0017,133,17.4228,18.998,53.63,1.050158586,0.518796992,3.209
3,4,2,3.582,0.534,76,5.3917,6.941,453.85,32,41,4,0.32,5.32,53,7.8994,72.64,1211.45,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.772421865,0.270408163,37,48,5,0.363,1.53,152,4.1771,85.468,312.79,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.781184634,0.607142857,3.393
3,4,2,3.582,0.534,76,5.3917,6.941,453.85,32,41,4,0.32,5.32,53,7.8994,72.64,1211.45,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.772421865,0.270408163,37,48,5,0.363,1.53,152,4.1771,85.468,312.79,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,9,10,2,0.824,0.0017,133,17.4228,18.998,53.63,0.799704098,0.894736842,2.384
3,4,2,3.582,0.534,76,5.3917,6.941,453.85,32,41,4,0.32,5.32,53,7.8994,72.64,1211.45,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.772421865,0.270408163,37,48,5,0.363,1.53,152,4.1771,85.468,312.79,50,69,5,0.228,7.29,69,7.3439,118.71,505.21,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.928577962,0.352040816,2.586
3,4,2,3.582,0.534,76,5.3917,6.941,453.85,32,41,4,0.32,5.32,53,7.8994,72.64,1211.45,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.772421865,0.270408163,37,48,5,0.363,1.53,152,4.1771,85.468,312.79,50,69,5,0.228,7.29,69,7.3439,118.71,505.21,9,10,2,0.824,0.0017,133,17.4228,18.998,53.63,0.997650657,0.518796992,2.997
3,4,2,3.582,0.534,76,5.3917,6.941,453.85,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.610581094,0.607142857,55,78,6,0.242,1.87,167,3.8939,132.905,301.7,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.814856386,0.607142857,1.852
3,4,2,3.582,0.534,76,5.3917,6.941,453.85,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.610581094,0.607142857,55,78,6,0.242,1.87,167,3.8939,132.905,301.7,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,9,10,2,0.824,0.0017,133,17.4228,18.998,53.63,0.841793787,0.894736842,2.106
3,4,2,3.582,0.534,76,5.3917,6.941,453.85,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.610581094,0.607142857,55,78,6,0.242,1.87,167,3.8939,132.905,301.7,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,53,74,5,0.214,4.93,220,10.4513,126.904,386.65,0.807228095,0.540909091,1.867
3,4,2,3.582,0.534,76,5.3917,6.941,453.85,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.610581094,0.607142857,55,78,6,0.242,1.87,167,3.8939,132.905,301.7,50,69,5,0.228,7.29,69,7.3439,118.71,505.21,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.968602874,0.352040816,2.328
3,4,2,3.582,0.534,76,5.3917,6.941,453.85,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.610581094,0.607142857,37,48,5,0.363,1.53,152,4.1771,85.468,312.79,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,9,10,2,0.824,0.0017,133,17.4228,18.998,53.63,0.799704098,0.894736842,1.994
3,4,2,3.582,0.534,76,5.3917,6.941,453.85,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.610581094,0.607142857,37,48,5,0.363,1.53,152,4.1771,85.468,312.79,50,69,5,0.228,7.29,69,7.3439,118.71,505.21,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.928577962,0.352040816,1.952
3,4,2,3.582,0.534,76,5.3917,6.941,453.85,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.610581094,0.607142857,37,48,5,0.363,1.53,152,4.1771,85.468,312.79,50,69,5,0.228,7.29,69,7.3439,118.71,505.21,9,10,2,0.824,0.0017,133,17.4228,18.998,53.63,0.997650657,0.518796992,2.327
11,12,3,1.228,0.971,102,5.1391,22.99,371.15,32,41,4,0.32,5.32,53,7.8994,72.64,1211.45,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.846256308,0.270408163,55,78,6,0.242,1.87,167,3.8939,132.905,301.7,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.814856386,0.607142857,3.406
11,12,3,1.228,0.971,102,5.1391,22.99,371.15,32,41,4,0.32,5.32,53,7.8994,72.64,1211.45,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.846256308,0.270408163,55,78,6,0.242,1.87,167,3.8939,132.905,301.7,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,9,10,2,0.824,0.0017,133,17.4228,18.998,53.63,0.841793787,0.894736842,3.516
11,12,3,1.228,0.971,102,5.1391,22.99,371.15,32,41,4,0.32,5.32,53,7.8994,72.64,1211.45,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.846256308,0.270408163,55,78,6,0.242,1.87,167,3.8939,132.905,301.7,50,69,5,0.228,7.29,69,7.3439,118.71,505.21,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.968602874,0.352040816,3.268
11,12,3,1.228,0.971,102,5.1391,22.99,371.15,32,41,4,0.32,5.32,53,7.8994,72.64,1211.45,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.846256308,0.270408163,55,78,6,0.242,1.87,167,3.8939,132.905,301.7,50,69,5,0.228,7.29,69,7.3439,118.71,505.21,9,10,2,0.824,0.0017,133,17.4228,18.998,53.63,1.050158586,0.518796992,3.147
11,12,3,1.228,0.971,102,5.1391,22.99,371.15,32,41,4,0.32,5.32,53,7.8994,72.64,1211.45,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.846256308,0.270408163,37,48,5,0.363,1.53,152,4.1771,85.468,312.79,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.781184634,0.607142857,3.363
11,12,3,1.228,0.971,102,5.1391,22.99,371.15,32,41,4,0.32,5.32,53,7.8994,72.64,1211.45,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.846256308,0.270408163,37,48,5,0.363,1.53,152,4.1771,85.468,312.79,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,9,10,2,0.824,0.0017,133,17.4228,18.998,53.63,0.799704098,0.894736842,2.384
11,12,3,1.228,0.971,102,5.1391,22.99,371.15,32,41,4,0.32,5.32,53,7.8994,72.64,1211.45,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.846256308,0.270408163,37,48,5,0.363,1.53,152,4.1771,85.468,312.79,50,69,5,0.228,7.29,69,7.3439,118.71,505.21,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.928577962,0.352040816,2.878
11,12,3,1.228,0.971,102,5.1391,22.99,371.15,32,41,4,0.32,5.32,53,7.8994,72.64,1211.45,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.846256308,0.270408163,37,48,5,0.363,1.53,152,4.1771,85.468,312.79,50,69,5,0.228,7.29,69,7.3439,118.71,505.21,9,10,2,0.824,0.0017,133,17.4228,18.998,53.63,0.997650657,0.518796992,2.865
11,12,3,1.228,0.971,102,5.1391,22.99,371.15,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.668945463,0.607142857,55,78,6,0.242,1.87,167,3.8939,132.905,301.7,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.814856386,0.607142857,3.253
11,12,3,1.228,0.971,102,5.1391,22.99,371.15,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.668945463,0.607142857,55,78,6,0.242,1.87,167,3.8939,132.905,301.7,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,9,10,2,0.824,0.0017,133,17.4228,18.998,53.63,0.841793787,0.894736842,2.196
11,12,3,1.228,0.971,102,5.1391,22.99,371.15,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.668945463,0.607142857,55,78,6,0.242,1.87,167,3.8939,132.905,301.7,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,53,74,5,0.214,4.93,220,10.4513,126.904,386.65,0.807228095,0.540909091,3.263
11,12,3,1.228,0.971,102,5.1391,22.99,371.15,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.668945463,0.607142857,55,78,6,0.242,1.87,167,3.8939,132.905,301.7,50,69,5,0.228,7.29,69,7.3439,118.71,505.21,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.968602874,0.352040816,2.749
11,12,3,1.228,0.971,102,5.1391,22.99,371.15,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.668945463,0.607142857,55,78,6,0.242,1.87,167,3.8939,132.905,301.7,50,69,5,0.228,7.29,69,7.3439,118.71,505.21,9,10,2,0.824,0.0017,133,17.4228,18.998,53.63,1.050158586,0.518796992,2.543
11,12,3,1.228,0.971,102,5.1391,22.99,371.15,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.668945463,0.607142857,37,48,5,0.363,1.53,152,4.1771,85.468,312.79,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.781184634,0.607142857,3.225
11,12,3,1.228,0.971,102,5.1391,22.99,371.15,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.668945463,0.607142857,37,48,5,0.363,1.53,152,4.1771,85.468,312.79,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,9,10,2,0.824,0.0017,133,17.4228,18.998,53.63,0.799704098,0.894736842,1.927
11,12,3,1.228,0.971,102,5.1391,22.99,371.15,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.668945463,0.607142857,37,48,5,0.363,1.53,152,4.1771,85.468,312.79,50,69,5,0.228,7.29,69,7.3439,118.71,505.21,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.928577962,0.352040816,2.47
11,12,3,1.228,0.971,102,5.1391,22.99,371.15,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.668945463,0.607142857,37,48,5,0.363,1.53,152,4.1771,85.468,312.79,50,69,5,0.228,7.29,69,7.3439,118.71,505.21,9,10,2,0.824,0.0017,133,17.4228,18.998,53.63,0.997650657,0.518796992,2.298
11,12,3,1.228,0.971,102,5.1391,22.99,371.15,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.668945463,0.607142857,37,48,5,0.363,1.53,152,4.1771,85.468,312.79,50,69,5,0.228,7.29,69,7.3439,118.71,505.21,53,74,5,0.214,4.93,220,10.4513,126.904,386.65,0.910185891,0.313636364,2.477
37,48,5,0.363,1.53,152,4.1771,85.468,312.79,32,41,4,0.32,5.32,53,7.8994,72.64,1211.45,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.988245622,0.270408163,55,78,6,0.242,1.87,167,3.8939,132.905,301.7,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.814856386,0.607142857,3.517
37,48,5,0.363,1.53,152,4.1771,85.468,312.79,32,41,4,0.32,5.32,53,7.8994,72.64,1211.45,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.988245622,0.270408163,55,78,6,0.242,1.87,167,3.8939,132.905,301.7,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,9,10,2,0.824,0.0017,133,17.4228,18.998,53.63,0.841793787,0.894736842,3.467
37,48,5,0.363,1.53,152,4.1771,85.468,312.79,32,41,4,0.32,5.32,53,7.8994,72.64,1211.45,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.988245622,0.270408163,55,78,6,0.242,1.87,167,3.8939,132.905,301.7,50,69,5,0.228,7.29,69,7.3439,118.71,505.21,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.968602874,0.352040816,3.3
37,48,5,0.363,1.53,152,4.1771,85.468,312.79,32,41,4,0.32,5.32,53,7.8994,72.64,1211.45,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.988245622,0.270408163,55,78,6,0.242,1.87,167,3.8939,132.905,301.7,50,69,5,0.228,7.29,69,7.3439,118.71,505.21,9,10,2,0.824,0.0017,133,17.4228,18.998,53.63,1.050158586,0.518796992,3.374
37,48,5,0.363,1.53,152,4.1771,85.468,312.79,32,41,4,0.32,5.32,53,7.8994,72.64,1211.45,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.988245622,0.270408163,55,78,6,0.242,1.87,167,3.8939,132.905,301.7,50,69,5,0.228,7.29,69,7.3439,118.71,505.21,53,74,5,0.214,4.93,220,10.4513,126.904,386.65,0.946886935,0.313636364,3.056
37,48,5,0.363,1.53,152,4.1771,85.468,312.79,32,41,4,0.32,5.32,53,7.8994,72.64,1211.45,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.988245622,0.270408163,37,48,5,0.363,1.53,152,4.1771,85.468,312.79,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.781184634,0.607142857,3.374
37,48,5,0.363,1.53,152,4.1771,85.468,312.79,32,41,4,0.32,5.32,53,7.8994,72.64,1211.45,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.988245622,0.270408163,37,48,5,0.363,1.53,152,4.1771,85.468,312.79,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,9,10,2,0.824,0.0017,133,17.4228,18.998,53.63,0.799704098,0.894736842,2.756
37,48,5,0.363,1.53,152,4.1771,85.468,312.79,32,41,4,0.32,5.32,53,7.8994,72.64,1211.45,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.988245622,0.270408163,37,48,5,0.363,1.53,152,4.1771,85.468,312.79,50,69,5,0.228,7.29,69,7.3439,118.71,505.21,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.928577962,0.352040816,3.309
37,48,5,0.363,1.53,152,4.1771,85.468,312.79,32,41,4,0.32,5.32,53,7.8994,72.64,1211.45,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.988245622,0.270408163,37,48,5,0.363,1.53,152,4.1771,85.468,312.79,50,69,5,0.228,7.29,69,7.3439,118.71,505.21,9,10,2,0.824,0.0017,133,17.4228,18.998,53.63,0.997650657,0.518796992,3.289
37,48,5,0.363,1.53,152,4.1771,85.468,312.79,32,41,4,0.32,5.32,53,7.8994,72.64,1211.45,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.988245622,0.270408163,37,48,5,0.363,1.53,152,4.1771,85.468,312.79,50,69,5,0.228,7.29,69,7.3439,118.71,505.21,53,74,5,0.214,4.93,220,10.4513,126.904,386.65,0.910185891,0.313636364,3.451
37,48,5,0.363,1.53,152,4.1771,85.468,312.79,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.781184634,0.607142857,55,78,6,0.242,1.87,167,3.8939,132.905,301.7,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.814856386,0.607142857,3.028
37,48,5,0.363,1.53,152,4.1771,85.468,312.79,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.781184634,0.607142857,55,78,6,0.242,1.87,167,3.8939,132.905,301.7,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,9,10,2,0.824,0.0017,133,17.4228,18.998,53.63,0.841793787,0.894736842,2.85
37,48,5,0.363,1.53,152,4.1771,85.468,312.79,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.781184634,0.607142857,55,78,6,0.242,1.87,167,3.8939,132.905,301.7,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,53,74,5,0.214,4.93,220,10.4513,126.904,386.65,0.807228095,0.540909091,2.916
37,48,5,0.363,1.53,152,4.1771,85.468,312.79,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.781184634,0.607142857,55,78,6,0.242,1.87,167,3.8939,132.905,301.7,50,69,5,0.228,7.29,69,7.3439,118.71,505.21,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.968602874,0.352040816,3.193
37,48,5,0.363,1.53,152,4.1771,85.468,312.79,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.781184634,0.607142857,55,78,6,0.242,1.87,167,3.8939,132.905,301.7,50,69,5,0.228,7.29,69,7.3439,118.71,505.21,9,10,2,0.824,0.0017,133,17.4228,18.998,53.63,1.050158586,0.518796992,3.172
37,48,5,0.363,1.53,152,4.1771,85.468,312.79,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.781184634,0.607142857,55,78,6,0.242,1.87,167,3.8939,132.905,301.7,50,69,5,0.228,7.29,69,7.3439,118.71,505.21,53,74,5,0.214,4.93,220,10.4513,126.904,386.65,0.946886935,0.313636364,3.178
37,48,5,0.363,1.53,152,4.1771,85.468,312.79,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.781184634,0.607142857,37,48,5,0.363,1.53,152,4.1771,85.468,312.79,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.781184634,0.607142857,2.381
37,48,5,0.363,1.53,152,4.1771,85.468,312.79,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.781184634,0.607142857,37,48,5,0.363,1.53,152,4.1771,85.468,312.79,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,9,10,2,0.824,0.0017,133,17.4228,18.998,53.63,0.799704098,0.894736842,2.165
37,48,5,0.363,1.53,152,4.1771,85.468,312.79,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.781184634,0.607142857,37,48,5,0.363,1.53,152,4.1771,85.468,312.79,50,69,5,0.228,7.29,69,7.3439,118.71,505.21,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.928577962,0.352040816,3.172
37,48,5,0.363,1.53,152,4.1771,85.468,312.79,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.781184634,0.607142857,37,48,5,0.363,1.53,152,4.1771,85.468,312.79,50,69,5,0.228,7.29,69,7.3439,118.71,505.21,9,10,2,0.824,0.0017,133,17.4228,18.998,53.63,0.997650657,0.518796992,2.523
37,48,5,0.363,1.53,152,4.1771,85.468,312.79,82,125,6,0.129,11.3,119,7.4167,207.2,600.75,35,45,4,0.474,3.12,196,11.8138,79.904,266.05,0.781184634,0.607142857,37,48,5,0.363,1.53,152,4.1771,85.468,312.79,50,69,5,0.228,7.29,69,7.3439,118.71,505.21,53,74,5,0.214,4.93,220,10.4513,126.904,386.65,0.910185891,0.313636364,2.766
